Id de pago,fecha,CVU/CBU, Valor
4687,7/1/2025,4022832933031750000000,$2160.075
4688,2/1/2025,4141229099761540000000,$1860.225
4689,12/1/2025,8469153896754610000000,$2353.575
4690,6/1/2025,8672747146995710000000,$1294.470
4691,12/1/2025,4649132091620120000000,$1756.620
4692,2/1/2025,8466841099794280000000,$1990.005
4693,10/1/2025,3392326707794260000000,$2385.165
4694,10/1/2025,8149043925352400000000,$901.935
4695,1/1/2025,7953401268952790000000,$2167.365
4696,7/1/2025,6522317459479750000000,$795.435
4697,10/1/2025,3266747550821390000000,$1100.085
4698,15/1/2025,9531471274862790000000,$1133.475
4699,3/1/2025,8913811465076470000000,$2872.215
4700,10/1/2025,5782501953513740000000,$2142.075
4701,9/1/2025,5846237021143900000000,$2028.075
4702,11/1/2025,9064821306055800000000,$1966.860
4703,3/1/2025,7899686173854950000000,$792.060
4704,14/1/2025,2772929965369000000000,$1703.370
4705,15/1/2025,4738588789752250000000,$1349.280
4706,1/1/2025,7463433831270050000000,$1720.710
4707,13/1/2025,6062510864724680000000,$959.685
4708,6/1/2025,4141229099761540000000,$1262.880
4709,7/1/2025,4625104199305210000000,$1350.090
4710,15/1/2025,4921783310033160000000,$1825.215
4711,11/1/2025,8571141132270220000000,$1376.910
4712,11/1/2025,4649132091620120000000,$2615.490
4713,8/1/2025,8956755084607460000000,$779.355
4714,4/1/2025,4279197314180250000000,$2785.830
4715,11/1/2025,7385183762532280000000,$1029.570
4716,13/1/2025,1686688768285500000000,$2576.235
4717,8/1/2025,8552897590627620000000,$1924.245
4718,2/1/2025,2645474487824410000000,$1562.295
4719,11/1/2025,7997907978126240000000,$2456.025
4720,3/1/2025,2548682223996000000000,$1328.925
4721,3/1/2025,6793018414117640000000,$1641.690
4722,3/1/2025,2567099084090720000000,$1365.060
4723,2/1/2025,2003509300646090000000,$2324.655
4724,3/1/2025,2898753242884000000000,$1110.075
4725,15/1/2025,3542404477456310000000,$1083.930
4726,13/1/2025,6793018414117640000000,$2819.550
4727,14/1/2025,6522317459479750000000,$2575.740
4728,7/1/2025,9959869731196110000000,$1344.660
4729,2/1/2025,3266747550821390000000,$1223.460
4730,15/1/2025,2645474487824410000000,$2608.605
4731,15/1/2025,3139598518491610000000,$1971.135
4732,10/1/2025,1686688768285500000000,$2703.435
4733,14/1/2025,1529399085474410000000,$1516.800
4734,1/1/2025,4203623168121110000000,$2677.110
4735,5/1/2025,8913811465076470000000,$1843.740
4736,2/1/2025,7152486951219100000000,$2862.855
4737,10/1/2025,4649132091620120000000,$1084.680
4738,10/1/2025,1529399085474410000000,$1740.090
4739,3/1/2025,2698999302843630000000,$994.005
4740,6/1/2025,3903575001225800000000,$934.815
4741,12/1/2025,8401655961961310000000,$2084.070
4742,14/1/2025,8571141132270220000000,$1252.785
4743,3/1/2025,8913811465076470000000,$2877.960
4744,6/1/2025,9098586370061070000000,$1521.150
4745,13/1/2025,9531471274862790000000,$2916.855
4746,15/1/2025,8899158762922760000000,$875.505
4747,5/1/2025,8671363847364540000000,$2419.755
4748,13/1/2025,8899158762922760000000,$2662.755
4749,11/1/2025,4985434974457620000000,$2314.110
4750,3/1/2025,8445671467790750000000,$1966.845
4751,6/1/2025,4207339942053770000000,$1196.325
4752,1/1/2025,9090011910089050000000,$1831.080
4753,6/1/2025,9098586370061070000000,$890.640
4754,8/1/2025,4738588789752250000000,$836.400
4755,9/1/2025,3154817750445590000000,$1205.490
4756,13/1/2025,7340960534911110000000,$791.850
4757,12/1/2025,1831622936090280000000,$2261.430
4758,6/1/2025,1529399085474410000000,$1666.950
4759,10/1/2025,8306963095360180000000,$1832.505
4760,6/1/2025,1424460508640730000000,$980.295
4761,9/1/2025,9485782608370420000000,$2153.955
4762,14/1/2025,7463433831270050000000,$1409.265
4763,2/1/2025,7900703138674360000000,$800.925
4764,15/1/2025,3622546757575540000000,$864.210
4765,5/1/2025,5986565278541760000000,$1387.815
4766,6/1/2025,9918705234345920000000,$1602.855
4767,5/1/2025,9064821306055800000000,$1088.820
4768,6/1/2025,9391219716521860000000,$2868.210
4769,2/1/2025,6927359023042170000000,$1423.860
4770,2/1/2025,4919495851948610000000,$2010.105
4771,7/1/2025,8306963095360180000000,$2173.905
4772,13/1/2025,8327358679900400000000,$2401.935
4773,10/1/2025,2281135864391360000000,$2873.700
4774,5/1/2025,1831622936090280000000,$1525.740
4775,9/1/2025,5846237021143900000000,$2430.990
4776,2/1/2025,8466841099794280000000,$1261.515
4777,3/1/2025,8306963095360180000000,$971.760
4778,3/1/2025,8203993523394500000000,$1220.250
4779,9/1/2025,3967038078211300000000,$1460.850
4780,3/1/2025,7899686173854950000000,$2798.040
4781,1/1/2025,7463433831270050000000,$810.750
4782,5/1/2025,4198878848270070000000,$1681.995
4783,4/1/2025,3266747550821390000000,$2836.905
4784,6/1/2025,5986565278541760000000,$1978.935
4785,6/1/2025,4921783310033160000000,$1538.835
4786,9/1/2025,9918705234345920000000,$1150.515
4787,7/1/2025,5782501953513740000000,$1596.255
4788,2/1/2025,5444310699074410000000,$1293.765
4789,15/1/2025,2047835249457480000000,$1093.950
4790,10/1/2025,8913811465076470000000,$873.210
4791,6/1/2025,9736513593323050000000,$1707.540
4792,13/1/2025,7385183762532280000000,$2954.490
4793,7/1/2025,4022832933031750000000,$1456.545
4794,12/1/2025,9098586370061070000000,$1021.290
4795,15/1/2025,8555737009968730000000,$1149.660
4796,5/1/2025,4739093289474880000000,$2513.670
4797,6/1/2025,4022832933031750000000,$1698.810
4798,14/1/2025,8944383491849780000000,$1264.395
4799,7/1/2025,2772929965369000000000,$2552.220
4800,8/1/2025,5513026903129130000000,$2605.530
4801,1/1/2025,3747440670864670000000,$2670.225
4802,10/1/2025,3354991467350240000000,$806.385
4803,4/1/2025,5782501953513740000000,$2770.470
4804,3/1/2025,9959869731196110000000,$2670.435
4805,15/1/2025,4462155701852230000000,$2559.165
4806,9/1/2025,7152486951219100000000,$2005.545
4807,12/1/2025,1135532276120800000000,$2789.685
4808,5/1/2025,5986565278541760000000,$1846.350
4809,12/1/2025,5468347189492110000000,$1295.055
4810,3/1/2025,1112192065530490000000,$1091.610
4811,15/1/2025,3569167187044620000000,$2118.000
4812,11/1/2025,7340960534911110000000,$2807.820
4813,5/1/2025,6522317459479750000000,$1106.355
4814,7/1/2025,7863471034839500000000,$868.455
4815,14/1/2025,2399512060225930000000,$800.910
4816,6/1/2025,3139598518491610000000,$2113.515
4817,11/1/2025,2281135864391360000000,$2693.400
4818,9/1/2025,8445671467790750000000,$1907.700
4819,7/1/2025,2548682223996000000000,$2068.470
4820,1/1/2025,8401655961961310000000,$2575.875
4821,3/1/2025,3392326707794260000000,$2340.330
4822,6/1/2025,2698999302843630000000,$2436.045
4823,9/1/2025,2898753242884000000000,$1559.700
4824,12/1/2025,4609186475649680000000,$2245.770
4825,2/1/2025,8956755084607460000000,$885.870
4826,3/1/2025,9391219716521860000000,$1256.925
4827,14/1/2025,4738588789752250000000,$1409.625
4828,11/1/2025,7138512868566790000000,$2473.890
4829,5/1/2025,8776118204857300000000,$2235.135
4830,3/1/2025,2337100263831370000000,$1592.415
4831,2/1/2025,9918705234345920000000,$2201.550
4832,5/1/2025,7463433831270050000000,$889.170
4833,8/1/2025,7657255516105140000000,$1073.550
4834,8/1/2025,7952040138615920000000,$1722.135
4835,9/1/2025,6049589250331260000000,$1676.955
4836,2/1/2025,2399512060225930000000,$2233.215
4837,15/1/2025,6097490679148810000000,$2485.635
4838,1/1/2025,8203993523394500000000,$2310.780
4839,11/1/2025,1831622936090280000000,$2847.135
4840,4/1/2025,7168192492596300000000,$983.265
4841,6/1/2025,6049589250331260000000,$2722.800
4842,15/1/2025,3253840470755770000000,$1736.145
4843,3/1/2025,5444310699074410000000,$1504.470
4844,10/1/2025,7953401268952790000000,$833.655
4845,12/1/2025,8944383491849780000000,$2831.220
4846,15/1/2025,1529399085474410000000,$1751.940
4847,3/1/2025,3747440670864670000000,$2313.645
4848,6/1/2025,2337100263831370000000,$1287.420
4849,2/1/2025,4462155701852230000000,$1288.680
4850,7/1/2025,7953401268952790000000,$2693.100
4851,12/1/2025,3903575001225800000000,$2103.300
4852,4/1/2025,3154817750445590000000,$1109.265
4853,1/1/2025,7152486951219100000000,$2707.080
4854,10/1/2025,9748929398242090000000,$1715.925
4855,1/1/2025,2003509300646090000000,$930.150
4856,11/1/2025,4532573105843790000000,$1774.365
4857,5/1/2025,5120658000397530000000,$1071.030
4858,10/1/2025,4561779673192690000000,$2960.265
4859,1/1/2025,8555737009968730000000,$1867.860
4860,4/1/2025,5930181715250340000000,$868.155
4861,7/1/2025,9064821306055800000000,$1565.445
4862,15/1/2025,4625104199305210000000,$1577.550
4863,13/1/2025,9485782608370420000000,$2296.320
4864,14/1/2025,8672747146995710000000,$1667.025
4865,12/1/2025,3253840470755770000000,$2093.220
4866,1/1/2025,2476716673525860000000,$2595.405
4867,11/1/2025,7899686173854950000000,$2567.025
4868,15/1/2025,5465692922711630000000,$2743.620
4869,1/1/2025,5930181715250340000000,$793.815
4870,11/1/2025,6522317459479750000000,$2175.465
4871,10/1/2025,7385183762532280000000,$2270.235
4872,13/1/2025,9786775943413510000000,$1218.255
4873,10/1/2025,7900703138674360000000,$1840.740
4874,1/1/2025,9649641498478330000000,$837.435
4875,15/1/2025,3967038078211300000000,$2690.670
4876,15/1/2025,7657255516105140000000,$1170.615
4877,2/1/2025,6927359023042170000000,$934.920
4878,11/1/2025,9786775943413510000000,$1324.020
4879,11/1/2025,8401655961961310000000,$2700.945
4880,12/1/2025,4141229099761540000000,$1735.935
4881,12/1/2025,8552897590627620000000,$1657.080
4882,1/1/2025,9736513593323050000000,$2415.105
4883,15/1/2025,5513026903129130000000,$1602.915
4884,8/1/2025,1831622936090280000000,$2282.640
4885,11/1/2025,5782501953513740000000,$1666.410
4886,1/1/2025,4921783310033160000000,$2066.610
4887,7/1/2025,8327358679900400000000,$2737.770
4888,2/1/2025,9098586370061070000000,$2763.135
4889,3/1/2025,3903575001225800000000,$1556.325
4890,11/1/2025,4756975101210820000000,$2287.350
4891,13/1/2025,7953401268952790000000,$2742.465
4892,2/1/2025,4279197314180250000000,$1154.640
4893,2/1/2025,6871877630907340000000,$786.960
4894,4/1/2025,8149043925352400000000,$2298.375
4895,9/1/2025,7138512868566790000000,$1263.885
4896,9/1/2025,7168192492596300000000,$2750.910
4897,6/1/2025,4462155701852230000000,$1835.670
4898,7/1/2025,4022832933031750000000,$2883.540
4899,7/1/2025,3569167187044620000000,$1183.815
4900,2/1/2025,8956755084607460000000,$1136.625
4901,11/1/2025,4756975101210820000000,$2770.605
4902,13/1/2025,7997907978126240000000,$2528.670
4903,3/1/2025,7138512868566790000000,$753.105
4904,2/1/2025,6097490679148810000000,$907.470
4905,9/1/2025,9531471274862790000000,$2358.870
4906,1/1/2025,5117305773618830000000,$1146.795
4907,12/1/2025,5120658000397530000000,$2980.110
4908,8/1/2025,7657255516105140000000,$1452.495
4909,4/1/2025,2548682223996000000000,$1644.660
4910,8/1/2025,6062510864724680000000,$2449.515
4911,14/1/2025,9301914663635570000000,$1377.195
4912,7/1/2025,2003509300646090000000,$2979.540
4913,12/1/2025,9873052363609460000000,$792.375
4914,6/1/2025,4532573105843790000000,$2814.465
4915,9/1/2025,6062510864724680000000,$1714.080
4916,11/1/2025,7340960534911110000000,$1223.805
4917,9/1/2025,9959869731196110000000,$2430.165
4918,1/1/2025,3622546757575540000000,$2042.580
4919,11/1/2025,8776118204857300000000,$1479.915
4920,12/1/2025,6793018414117640000000,$2145.360
4921,5/1/2025,8469153896754610000000,$2260.590
4922,1/1/2025,3354991467350240000000,$886.425
4923,9/1/2025,5973855585697530000000,$2022.240
4924,6/1/2025,9090011910089050000000,$1391.550
4925,12/1/2025,6871877630907340000000,$1322.940
4926,11/1/2025,2337100263831370000000,$2820.645
4927,2/1/2025,1135532276120800000000,$1011.210
4928,10/1/2025,1599906229584790000000,$2339.340
4929,10/1/2025,6049589250331260000000,$1188.525
4930,5/1/2025,3622546757575540000000,$1000.230
4931,14/1/2025,6758376167184140000000,$2381.130
4932,1/1/2025,5444310699074410000000,$1399.815
4933,1/1/2025,5986565278541760000000,$2379.495
4934,2/1/2025,7152486951219100000000,$1653.555
4935,13/1/2025,6927359023042170000000,$2105.055
4936,2/1/2025,5846237021143900000000,$1827.900
4937,5/1/2025,2898753242884000000000,$1232.265
4938,11/1/2025,4739093289474880000000,$1294.335
4939,6/1/2025,2476716673525860000000,$2347.005
4940,8/1/2025,8327358679900400000000,$2443.500
4941,5/1/2025,4625104199305210000000,$1614.480
4942,7/1/2025,2314407897385040000000,$1708.620
4943,6/1/2025,8203993523394500000000,$2140.710
4944,12/1/2025,1599906229584790000000,$2647.095
4945,4/1/2025,3747440670864670000000,$785.130
4946,7/1/2025,3967038078211300000000,$775.740
4947,3/1/2025,2567099084090720000000,$2402.310
4948,8/1/2025,1424460508640730000000,$2164.860
4949,1/1/2025,8776118204857300000000,$1449.660
4950,2/1/2025,1112192065530490000000,$1427.850
4951,13/1/2025,2567099084090720000000,$2924.400
4952,4/1/2025,5468347189492110000000,$1231.725
4953,14/1/2025,4462155701852230000000,$2592.720
4954,15/1/2025,5738542183850040000000,$2442.030
4955,2/1/2025,7340960534911110000000,$2352.930
4956,11/1/2025,3542404477456310000000,$2418.570
4957,14/1/2025,1135532276120800000000,$2921.115
4958,14/1/2025,2337100263831370000000,$1763.280
4959,5/1/2025,4561779673192690000000,$1728.300
4960,11/1/2025,9531471274862790000000,$2670.945
4961,11/1/2025,4739093289474880000000,$1690.590
4962,14/1/2025,3392326707794260000000,$1774.155
4963,10/1/2025,1424460508640730000000,$1965.975
4964,12/1/2025,2047835249457480000000,$1214.760
4965,8/1/2025,4207339942053770000000,$2109.705
4966,12/1/2025,7997907978126240000000,$898.785
4967,5/1/2025,2645474487824410000000,$875.925
4968,9/1/2025,1686688768285500000000,$2461.050
4969,7/1/2025,9485782608370420000000,$1067.730
4970,4/1/2025,8203993523394500000000,$2194.230
4971,13/1/2025,7463433831270050000000,$785.760
4972,8/1/2025,1831622936090280000000,$2736.075
4973,14/1/2025,9873052363609460000000,$2687.340
4974,9/1/2025,3354991467350240000000,$1696.140
4975,1/1/2025,2698999302843630000000,$2060.955
4976,10/1/2025,5120658000397530000000,$2367.435
4977,4/1/2025,3747440670864670000000,$1465.815
4978,6/1/2025,6758376167184140000000,$2548.455
4979,3/1/2025,8672747146995710000000,$1123.935
4980,6/1/2025,3354991467350240000000,$2477.340
4981,7/1/2025,4921783310033160000000,$2255.775
4982,11/1/2025,5103976690518920000000,$2390.700
4983,11/1/2025,7168192492596300000000,$2566.050
4984,5/1/2025,9485782608370420000000,$1092.375
4985,8/1/2025,7900703138674360000000,$2514.435
4986,1/1/2025,2476716673525860000000,$796.905
4987,6/1/2025,8552897590627620000000,$2492.760
4988,5/1/2025,2898753242884000000000,$1115.925
4989,11/1/2025,6049589250331260000000,$1029.405
4990,6/1/2025,3903575001225800000000,$1642.485
4991,4/1/2025,9301914663635570000000,$2281.230
4992,13/1/2025,8466841099794280000000,$2084.460
4993,14/1/2025,1529399085474410000000,$2960.850
4994,15/1/2025,2003509300646090000000,$2074.890
4995,9/1/2025,2698999302843630000000,$2764.035
4996,13/1/2025,3392326707794260000000,$1653.540
4997,13/1/2025,8306963095360180000000,$1532.625
4998,10/1/2025,3622546757575540000000,$856.920
4999,1/1/2025,4921783310033160000000,$2642.340
5000,6/1/2025,7952040138615920000000,$2112.885
5001,4/1/2025,7952040138615920000000,$2245.530
5002,5/1/2025,7899686173854950000000,$2009.700
5003,5/1/2025,8466841099794280000000,$2045.250
5004,7/1/2025,8149043925352400000000,$2926.140
5005,11/1/2025,5973855585697530000000,$1734.210
5006,15/1/2025,4532573105843790000000,$1812.285
5007,10/1/2025,5738542183850040000000,$1186.980
5008,1/1/2025,4919495851948610000000,$2107.680
5009,4/1/2025,8913811465076470000000,$2053.185
5010,6/1/2025,2645474487824410000000,$1252.830
5011,11/1/2025,5973855585697530000000,$1087.185
5012,14/1/2025,6062510864724680000000,$1746.165
5013,8/1/2025,9748929398242090000000,$2513.595
5014,9/1/2025,8776118204857300000000,$1353.720
5015,9/1/2025,3967038078211300000000,$1595.355
5016,6/1/2025,9485782608370420000000,$2730.855
5017,3/1/2025,1686688768285500000000,$1773.060
5018,3/1/2025,2548682223996000000000,$1629.660
5019,10/1/2025,4058688834338790000000,$1656.165
5020,7/1/2025,3747440670864670000000,$2057.880
5021,10/1/2025,4532573105843790000000,$2249.460
5022,13/1/2025,8571141132270220000000,$1509.000
5023,5/1/2025,3253840470755770000000,$1235.910
5024,1/1/2025,2314407897385040000000,$2588.670
5025,15/1/2025,4198878848270070000000,$898.125
5026,5/1/2025,7997907978126240000000,$2005.935
5027,14/1/2025,1686688768285500000000,$938.655
5028,7/1/2025,9649641498478330000000,$2360.280
5029,13/1/2025,8327358679900400000000,$1472.505
5030,8/1/2025,7385183762532280000000,$1927.140
5031,5/1/2025,5117305773618830000000,$1691.670
5032,12/1/2025,5513026903129130000000,$2231.490
5033,14/1/2025,4006646858395060000000,$1084.245
5034,10/1/2025,1112192065530490000000,$2858.235
5035,9/1/2025,7168192492596300000000,$1091.760
5036,4/1/2025,2047835249457480000000,$1396.185
5037,9/1/2025,4561779673192690000000,$2727.960
5038,6/1/2025,4462155701852230000000,$2223.450
5039,5/1/2025,5444310699074410000000,$1717.380
5040,2/1/2025,8469153896754610000000,$1974.810
5041,8/1/2025,9301914663635570000000,$2938.695
5042,1/1/2025,5513026903129130000000,$2479.080
5043,14/1/2025,3266747550821390000000,$2115.765
5044,7/1/2025,8899158762922760000000,$2540.415
5045,3/1/2025,9786775943413510000000,$2431.890
5046,8/1/2025,4207339942053770000000,$1780.665
5047,1/1/2025,8327358679900400000000,$944.940
5048,10/1/2025,3154817750445590000000,$839.055
5049,15/1/2025,5465692922711630000000,$2449.980
5050,6/1/2025,6758376167184140000000,$919.485
5051,11/1/2025,6522317459479750000000,$2348.865
5052,8/1/2025,3139598518491610000000,$2111.295
5053,8/1/2025,2399512060225930000000,$2229.780
5054,1/1/2025,2772929965369000000000,$816.690
5055,9/1/2025,7863471034839500000000,$909.930
5056,11/1/2025,7863471034839500000000,$2440.500
5057,5/1/2025,6793018414117640000000,$2120.955
5058,5/1/2025,4203623168121110000000,$2423.520
5059,5/1/2025,9873052363609460000000,$1100.340
5060,13/1/2025,7997907978126240000000,$2577.120
5061,15/1/2025,4006646858395060000000,$2904.090
5062,10/1/2025,8956755084607460000000,$965.100
5063,10/1/2025,9649641498478330000000,$1015.605
5064,8/1/2025,5444310699074410000000,$1938.300
5065,1/1/2025,9531471274862790000000,$1546.590
5066,1/1/2025,4006646858395060000000,$1984.950
5067,2/1/2025,9649641498478330000000,$2214.615
5068,12/1/2025,3154817750445590000000,$2595.105
5069,5/1/2025,4738588789752250000000,$2704.695
5070,6/1/2025,9748929398242090000000,$1163.475
5071,10/1/2025,8149043925352400000000,$2083.200
5072,1/1/2025,3967038078211300000000,$1679.865
5073,5/1/2025,2281135864391360000000,$2237.580
5074,3/1/2025,5103976690518920000000,$2235.945
5075,15/1/2025,2548682223996000000000,$1760.265
5076,3/1/2025,5782501953513740000000,$1040.625
5077,1/1/2025,4739093289474880000000,$1146.930
5078,3/1/2025,6793018414117640000000,$1458.060
5079,6/1/2025,4279197314180250000000,$2050.875
5080,9/1/2025,4649132091620120000000,$1422.195
5081,7/1/2025,3139598518491610000000,$1016.355
5082,12/1/2025,1424460508640730000000,$1946.625
5083,14/1/2025,5986565278541760000000,$2136.210
5084,13/1/2025,4203623168121110000000,$2619.135
5085,12/1/2025,4198878848270070000000,$2297.205
5086,1/1/2025,4198878848270070000000,$1184.280
5087,11/1/2025,2281135864391360000000,$765.345
5088,4/1/2025,9301914663635570000000,$1020.615
5089,2/1/2025,4985434974457620000000,$2911.500
5090,1/1/2025,6758376167184140000000,$1257.060
5091,5/1/2025,2567099084090720000000,$1510.920
5092,1/1/2025,8956755084607460000000,$1386.900
5093,5/1/2025,1112192065530490000000,$1020.375
5094,13/1/2025,4058688834338790000000,$1379.805
5095,4/1/2025,8571141132270220000000,$2156.235
5096,10/1/2025,8401655961961310000000,$977.550
5097,5/1/2025,9090011910089050000000,$1455.225
5098,14/1/2025,3392326707794260000000,$2549.625
5099,4/1/2025,7340960534911110000000,$1172.010
5100,15/1/2025,4198878848270070000000,$1780.065
5101,4/1/2025,8466841099794280000000,$2847.780
5102,14/1/2025,2314407897385040000000,$1827.360
5103,11/1/2025,9748929398242090000000,$1000.410
5104,11/1/2025,8899158762922760000000,$1254.480
5105,3/1/2025,5120658000397530000000,$2810.250
5106,13/1/2025,5738542183850040000000,$1810.575
5107,4/1/2025,4203623168121110000000,$1023.150
5108,7/1/2025,2399512060225930000000,$1728.660
5109,6/1/2025,2047835249457480000000,$2565.840
5110,11/1/2025,9918705234345920000000,$1203.195
5111,5/1/2025,4532573105843790000000,$2740.140
5112,9/1/2025,5738542183850040000000,$2812.425
5113,9/1/2025,5973855585697530000000,$2873.280
5114,10/1/2025,2567099084090720000000,$1394.145
5115,4/1/2025,8445671467790750000000,$2240.325
5116,9/1/2025,4207339942053770000000,$2059.860
5117,6/1/2025,8469153896754610000000,$2047.350
5118,8/1/2025,5117305773618830000000,$2942.625
5119,15/1/2025,6927359023042170000000,$1349.505
5120,6/1/2025,5930181715250340000000,$1480.365
5121,3/1/2025,9748929398242090000000,$2461.620
5122,13/1/2025,4058688834338790000000,$1282.245
5123,4/1/2025,2898753242884000000000,$2696.100
5124,12/1/2025,8776118204857300000000,$2003.970
5125,6/1/2025,9959869731196110000000,$2427.960
5126,12/1/2025,7900703138674360000000,$1807.800
5127,10/1/2025,3542404477456310000000,$2774.580
5128,8/1/2025,3542404477456310000000,$2938.500
5129,8/1/2025,4609186475649680000000,$1097.295
5130,5/1/2025,2399512060225930000000,$2998.410
5131,8/1/2025,9798767349218530000000,$2885.790
5132,7/1/2025,4561779673192690000000,$2893.290
5133,14/1/2025,1599906229584790000000,$1634.715
5134,11/1/2025,4022832933031750000000,$1060.140
5135,6/1/2025,5103976690518920000000,$1426.215
5136,10/1/2025,6871877630907340000000,$2724.180
5137,2/1/2025,5465692922711630000000,$2243.025
5138,1/1/2025,4609186475649680000000,$815.310
5139,4/1/2025,8306963095360180000000,$1229.985
5140,2/1/2025,9736513593323050000000,$2764.050
5141,8/1/2025,8203993523394500000000,$1261.875
5142,1/1/2025,5930181715250340000000,$1569.915
5143,10/1/2025,9736513593323050000000,$1789.740
5144,8/1/2025,8899158762922760000000,$1758.225
5145,5/1/2025,9918705234345920000000,$2236.530
5146,14/1/2025,7657255516105140000000,$1489.875
5147,5/1/2025,5103976690518920000000,$1884.660
5148,1/1/2025,4141229099761540000000,$1884.015
5149,15/1/2025,9736513593323050000000,$1801.320
5150,7/1/2025,2003509300646090000000,$2536.980
5151,15/1/2025,9959869731196110000000,$1662.540
5152,1/1/2025,9391219716521860000000,$1510.650
5153,9/1/2025,8555737009968730000000,$927.765
5154,9/1/2025,8469153896754610000000,$1706.265
5155,14/1/2025,7952040138615920000000,$2550.705
5156,10/1/2025,1599906229584790000000,$1236.780
